COD_S11,GENDER,EDU_FATHER,EDU_MOTHER,OCC_FATHER,OCC_MOTHER,STRATUM,SISBEN,PEOPLE_HOUSE,,INTERNET,TV,COMPUTER,WASHING_MCH,MIC_OVEN,CAR,DVD,FRESH,PHONE,MOBILE,REVENUE,JOB,SCHOOL_NAME,SCHOOL_NAT,SCHOOL_TYPE,MAT_S11,CR_S11,CC_S11,BIO_S11,ENG_S11,Cod_SPro,UNIVERSITY,ACADEMIC_PROGRAM,QR_PRO,CR_PRO,CC_PRO,ENG_PRO,WC_PRO,FEP_PRO,G_SC,PERCENTILE,2ND_DECILE,QUARTILE,SEL,SEL_IHE
SB11201220122264,M,Complete Secundary,Complete Secundary,Other occupation,Operator,Stratum 2,It is not classified by the SISBEN,Two,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Between 2 and less than 3 LMMW,No,INST EDUC MAESTRO FERNANDO BOTERO,PUBLIC,TECHNICAL/ACADEMIC,61,55,55,58,62,EK201830145505,UNIVERSIDAD DE ANTIOQUIA-MEDELLIN,CIVIL ENGINEERING,98,73,74,73,62,98,173,86,5,4,2,2
SB11201220122654,F,Complete Secundary,Complete Secundary,Independent professional,Entrepreneur ,Stratum 5,It is not classified by the SISBEN,Three,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,COL BETHLEMITAS,PRIVATE,ACADEMIC,60,56,53,62,70,EK201830180484,UNIVERSIDAD PONTIFICIA BOLIVARIANA-MEDELLIN,INDUSTRIAL ENGINEERING,80,4,33,88,10,79,139,39,2,2,2,3
SB11201220122909,M,Incomplete Secundary,Complete primary ,Independent,Home,Stratum 3,Level 1,Seven,,No,No,No,No,No,No,No,Yes,Yes,Yes,less than 1 LMMW,No,INST EDUC YERMO Y PARRES,PUBLIC,TECHNICAL/ACADEMIC,66,70,58,68,71,EK201830016673,UNIVERSIDAD NACIONAL DE COLOMBIA-MEDELLIN,CONTROL ENGINEERING,99,84,67,93,37,168,178,90,5,4,1,2
SB11201220123398,F,Complete professional education,Complete professional education,Other occupation,Independent,Stratum 3,Esta clasificada en otro Level del SISBEN,Four,,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,INST EDUC LA SALLE DE CAMPOAMOR,PUBLIC,TECHNICAL/ACADEMIC,58,59,61,66,65,EK201830057432,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",PRODUCTIVITY AND QUALITY ENGINEERING,90,77,50,55,91,91,169,81,5,4,2,2
SB11201220123738,M,Complete technique or technology,Postgraduate education,Home,Technical or professional level employee,Stratum 3,It is not classified by the SISBEN,Three,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,COLEGIO VID OBRA DE LA CONGREGACION MARIANA,PRIVATE,ACADEMIC,100,70,71,72,68,EK201830016682,UNIVERSIDAD NACIONAL DE COLOMBIA-MEDELLIN,CONTROL ENGINEERING,100,82,94,95,97,192,203,99,5,4,4,2
SB11201220124321,M,Complete technique or technology,Complete Secundary,Technical or professional level employee,Home,Stratum 3,It is not classified by the SISBEN,Three,,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Between 1 and less than 2 LMMW,No,COL DIVINO SALVADOR,PRIVATE,TECHNICAL,66,75,71,73,75,EK201830145805,UNIVERSIDAD DE ANTIOQUIA-MEDELLIN,ELECTRONIC ENGINEERING,98,81,89,92,98,152,194,98,5,4,2,2
SB11201220124355,F,Complete Secundary,Complete Secundary,Independent,Home,Stratum 3,It is not classified by the SISBEN,Three,,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,ESC NORMAL SUPERIOR ANTIOQUE?A,PRIVATE,ACADEMIC,65,48,52,75,68,EK201830067199,UNIVERSIDAD DE MEDELLIN-MEDELLIN,CIVIL ENGINEERING,92,92,7,80,19,200,156,66,4,3,2,3
SB11201220124365,F,Postgraduate education,Complete professional education,Other occupation,Other occupation,Stratum 3,It is not classified by the SISBEN,Three,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,ESC NORMAL SUPERIOR ANTIOQUE?A,PRIVATE,ACADEMIC,68,52,58,61,54,EK201830141619,UNIVERSIDAD DE SAN BUENAVENTURA-MEDELLIN,INDUSTRIAL ENGINEERING,80,4,14,58,77,87,140,40,3,2,4,2
SB11201220126603,M,Not sure,Postgraduate education,Independent,Other occupation,Stratum 2,Level 3,Two,,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,I. E. ESCUELA NORMAL SUPERIOR,PUBLIC,TECHNICAL/ACADEMIC,60,56,65,55,58,EK201830188688,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",PRODUCTIVITY AND QUALITY ENGINEERING,83,10,80,58,72,72,156,66,4,3,2,2
SB11201220126652,M,Incomplete primary ,Incomplete primary ,Independent,Home,Stratum 2,Level 2,Four,,No,Yes,No,Yes,No,No,No,Yes,Yes,No,less than 1 LMMW,"Yes, less than 20 hours per week",I. E. FUNDACION CELIA DUQUE DE DUQUE,PUBLIC,TECHNICAL/ACADEMIC,68,64,66,58,55,EK201830016175,UNIVERSIDAD NACIONAL DE COLOMBIA-MEDELLIN,CIVIL ENGINEERING,96,94,70,74,66,157,178,89,5,4,1,2
SB11201220128076,M,Postgraduate education,Postgraduate education,Technical or professional level employee,Technical or professional level employee,Stratum 2,Level 2,Six,,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,I. E. MARIA AUXILIADORA,PUBLIC,TECHNICAL/ACADEMIC,85,72,74,82,75,EK201830020079,UNIVERSIDAD NACIONAL DE COLOMBIA-MEDELLIN,MECHANICAL ENGINEERING,100,96,92,91,31,211,189,96,5,4,4,2
SB11201220128094,M,Incomplete Secundary,Incomplete Secundary,Independent,Home,Stratum 3,Level 3,Three,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Between 2 and less than 3 LMMW,No,I. E. MARIA AUXILIADORA,PUBLIC,TECHNICAL/ACADEMIC,60,62,57,66,53,EK201830019523,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",PRODUCTIVITY AND QUALITY ENGINEERING,87,36,69,26,10,10,144,47,3,2,2,2
SB11201220128496,F,Complete Secundary,Postgraduate education,Other occupation,Executive,Stratum 2,Level 2,Five,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,I. E. SAN JUAN DE LOS ANDES,PUBLIC,TECHNICAL/ACADEMIC,54,43,50,52,42,EK201830067188,UNIVERSIDAD DE MEDELLIN-MEDELLIN,CIVIL ENGINEERING,97,54,55,50,49,95,159,70,4,3,4,3
SB11201220129043,M,Incomplete primary ,Incomplete primary ,Independent,Home,Stratum 1,Level 1,Five,,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,less than 1 LMMW,No,I. E. SAN LUIS GONZAGA,PUBLIC,ACADEMIC,64,70,64,51,60,EK201830016272,UNIVERSIDAD NACIONAL DE COLOMBIA-MEDELLIN,CIVIL ENGINEERING,98,64,85,70,77,186,177,88,5,4,1,2
SB11201220129974,M,Complete technique or technology,Complete Secundary,Auxiliary or Administrative,Retired,Stratum 2,Level 2,Two,,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,I.E. JOSE CELESTINO MUTIS,PUBLIC,ACADEMIC,99,71,76,75,70,EK201830020074,UNIVERSIDAD NACIONAL DE COLOMBIA-MEDELLIN,MECHANICAL ENGINEERING,99,98,100,95,20,211,195,98,5,4,2,2
SB11201220130053,F,Postgraduate education,Postgraduate education,Executive,Executive,Stratum 3,It is not classified by the SISBEN,Five,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,No,INSTITUTO UNIBAN                                                                                    ,PRIVATE,ACADEMIC,47,47,45,58,50,EK201830050832,UNIVERSIDAD PONTIFICIA BOLIVARIANA-MONTERIA,CIVIL ENGINEERING,30,43,35,35,86,145,144,46,3,2,4,2
SB11201220130502,M,Complete technique or technology,Complete technique or technology,Executive,Home,Stratum 4,It is not classified by the SISBEN,Three,,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Between 3 and less than 5 LMMW,No,COL. COOPERATIVO APARTADO CARLOS ARTURO ROLDAN BETANCUR,PRIVATE,ACADEMIC,59,68,71,58,62,EK201830145949,UNIVERSIDAD DE ANTIOQUIA-MEDELLIN,MECHANICAL ENGINEERING,99,93,40,78,67,165,176,88,5,4,2,2
SB11201220132511,M,Complete technique or technology,Complete Secundary,Executive,Home,Stratum 4,It is not classified by the SISBEN,Six,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,No,COL LA SALLE,PRIVATE,ACADEMIC,55,71,61,61,49,EK201830014767,UNIVERSIDAD EAFIT--MEDELLIN,MECHANICAL ENGINEERING,95,85,11,59,97,167,167,80,5,4,3,4
SB11201220132703,M,Complete technique or technology,Complete Secundary,Technical or professional level employee,Home,Stratum 2,It is not classified by the SISBEN,Four,,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,IE FERNANDO VELEZ,PUBLIC,ACADEMIC,66,64,62,64,48,EK201830145838,UNIVERSIDAD DE ANTIOQUIA-MEDELLIN,ELECTRONIC ENGINEERING,92,46,56,70,73,175,163,75,4,4,2,2
SB11201220132795,M,Postgraduate education,Complete Secundary,Technical or professional level employee,Home,Stratum 3,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,INT PARROQUIAL JESUS DE LA BUENA ESPERANZA,PRIVATE,TECHNICAL/ACADEMIC,59,67,64,61,67,EK201830145947,UNIVERSIDAD DE ANTIOQUIA-MEDELLIN,MECHANICAL ENGINEERING,81,42,23,79,68,101,155,64,4,3,3,2
SB11201220132875,M,Complete technique or technology,Complete Secundary,Auxiliary or Administrative,Home,Stratum 3,It is not classified by the SISBEN,Five,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,INT PARROQUIAL JESUS DE LA BUENA ESPERANZA,PRIVATE,TECHNICAL/ACADEMIC,64,72,83,68,63,EK201830067146,UNIVERSIDAD DE MEDELLIN-MEDELLIN,CIVIL ENGINEERING,100,84,60,68,89,142,196,98,5,4,2,3
SB11201220133481,M,Complete Secundary,Complete Secundary,Independent,Home,Stratum 2,Level 2,Four,,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Between 1 and less than 2 LMMW,No,IE NUEVA GENERACION,PUBLIC,TECHNICAL,66,67,71,74,57,EK201830145974,UNIVERSIDAD DE ANTIOQUIA-MEDELLIN,MECHANICAL ENGINEERING,97,94,86,58,15,186,171,83,5,4,2,2
SB11201220134210,F,Complete Secundary,Incomplete technical or technological,Operator,Auxiliary or Administrative,Stratum 1,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,I.E. CENTENARIO DE BELLO,PUBLIC,TECHNICAL,53,43,49,51,53,EK201830236969,INSTITUTO TECNOLOGICO METROPOLITANO-MEDELLIN,PRODUCTION ENGINEERING,25,14,61,70,16,151,136,33,2,2,2,2
SB11201220134313,M,Complete Secundary,Complete Secundary,Auxiliary or Administrative,Auxiliary or Administrative,Stratum 3,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,COL PARROQUIAL NUESTRA SEÑORA DE CHIQUINQUIRA,PRIVATE,ACADEMIC,68,67,62,71,82,EK201830145763,UNIVERSIDAD DE ANTIOQUIA-MEDELLIN,ELECTRIC ENGINEERING,78,85,92,97,62,177,182,92,5,4,4,2
SB11201220134849,F,Complete Secundary,Complete professional education,Independent professional,Executive,Stratum 3,It is not classified by the SISBEN,Two,,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,COL NAZARET,PRIVATE,ACADEMIC,62,67,76,68,80,EK201830145806,UNIVERSIDAD DE ANTIOQUIA-MEDELLIN,ELECTRONIC ENGINEERING,89,31,86,93,5,159,160,72,4,3,2,2
SB11201220135011,F,Complete Secundary,Complete Secundary,Independent,Home,Stratum 2,Level 1,Three,,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,IE LAURA VICUÑA,PUBLIC,TECHNICAL,66,60,69,77,53,EK201830020878,UNIVERSIDAD NACIONAL DE COLOMBIA-MEDELLIN,CHEMICAL ENGINEERING,83,89,90,80,66,163,178,90,5,4,1,2
SB11201220135134,F,Complete technique or technology,Complete technique or technology,Operator,Auxiliary or Administrative,Stratum 2,It is not classified by the SISBEN,Five,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Between 1 and less than 2 LMMW,No,IE ALBERTO DIAZ MUÑOZ,PUBLIC,ACADEMIC,50,48,45,51,48,EK201830227035,INSTITUTO TECNOLOGICO METROPOLITANO-MEDELLIN,PRODUCTION ENGINEERING,57,46,36,42,7,142,135,31,2,2,2,2
SB11201220135258,M,Incomplete Secundary,Incomplete Secundary,Operator,Home,Stratum 2,It is not classified by the SISBEN,Three,,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Between 1 and less than 2 LMMW,No,COL MANO AMIGA,PRIVATE,ACADEMIC,69,62,62,65,58,EK201830145485,UNIVERSIDAD DE ANTIOQUIA-MEDELLIN,CIVIL ENGINEERING,99,76,100,67,25,190,179,90,5,4,1,2
SB11201220135602,M,Complete technique or technology,Complete professional education,Independent,Technical or professional level employee,Stratum 2,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Between 2 and less than 3 LMMW,No,IE ANDRES BELLO,PUBLIC,TECHNICAL,62,72,64,66,68,EK201830021277,UNIVERSIDAD EAFIT--MEDELLIN,CIVIL ENGINEERING,92,90,19,89,86,109,173,86,5,4,4,4
SB11201220135933,F,Complete Secundary,Complete Secundary,Operator,Independent,Stratum 3,It is not classified by the SISBEN,Three,,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,COL PARROQUIAL SAN FRANCISCO DE ASIS,PRIVATE,ACADEMIC,57,64,50,50,54,EK201830180645,UNIVERSIDAD PONTIFICIA BOLIVARIANA-MEDELLIN,INDUSTRIAL ENGINEERING,15,76,48,69,19,149,143,46,3,2,3,3
SB11201220136997,M,0,0,0,Home,Stratum 2,Level 2,Three,,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,0,IE SAN JUDAS TADEO,PRIVATE,ACADEMIC,47,32,35,45,45,EK201830229205,UNIVERSIDAD COOPERATIVA DE COLOMBIA-MEDELLIN,CIVIL ENGINEERING,81,49,26,60,30,148,147,51,3,3,2,2
SB11201220137411,M,Complete Secundary,Incomplete technical or technological,Operator,Home,Stratum 3,It is not classified by the SISBEN,Three,,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,COL PARROQUIAL SAN FRANCISCO DE ASIS,PRIVATE,ACADEMIC,87,85,71,68,68,EK201830145774,UNIVERSIDAD DE ANTIOQUIA-MEDELLIN,ELECTRIC ENGINEERING,91,45,81,88,68,170,172,85,5,4,2,2
SB11201220137418,F,Incomplete primary ,Incomplete primary ,Other occupation,Home,Stratum 3,It is not classified by the SISBEN,Four,,No,No,No,No,No,No,No,Yes,No,Yes,Between 2 and less than 3 LMMW,No,COL PARROQUIAL SAN FRANCISCO DE ASIS,PRIVATE,ACADEMIC,77,62,58,66,60,EK201830019094,UNIVERSIDAD NACIONAL DE COLOMBIA-MEDELLIN,INDUSTRIAL ENGINEERING,76,71,65,72,41,202,160,72,4,3,1,2
SB11201220138150,F,Incomplete Secundary,Complete technique or technology,Operator,Independent,Stratum 3,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,I. E. JOSE MARIA BERNAL,PUBLIC,ACADEMIC,57,58,58,54,49,EK201830151763,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",PRODUCTIVITY AND QUALITY ENGINEERING,66,64,53,25,36,36,147,51,3,3,2,2
SB11201220138269,M,Complete technique or technology,Complete primary ,Independent,Home,Stratum 2,Level 2,Five,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,"Yes, less than 20 hours per week",I. E. JOSE MARIA BERNAL,PUBLIC,ACADEMIC,67,57,62,63,57,EK201830145499,UNIVERSIDAD DE ANTIOQUIA-MEDELLIN,CIVIL ENGINEERING,100,75,7,91,95,119,175,87,5,4,2,2
SB11201220138358,M,Incomplete Secundary,Complete Secundary,Operator,Operator,Stratum 3,It is not classified by the SISBEN,Four,,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,I. E. JOSE MARIA BERNAL,PUBLIC,ACADEMIC,61,54,53,72,53,EK201830201726,CORPORACION UNIVERSITARIA LASALLISTA-CALDAS,INDUSTRIAL ENGINEERING,99,98,98,53,93,175,193,97,5,4,2,2
SB11201220138527,F,Incomplete Secundary,Complete primary ,Operator,Home,Stratum 2,Level 2,Four,,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,less than 1 LMMW,No,I. E.  PEDRO LUIS ALVAREZ CORREA,PUBLIC,TECHNICAL/ACADEMIC,50,49,48,50,42,EK201830187036,CORPORACION UNIVERSITARIA LASALLISTA-CALDAS,INDUSTRIAL ENGINEERING,34,42,39,52,68,114,144,46,3,2,1,2
SB11201220138611,M,Complete Secundary,Incomplete Secundary,Entrepreneur ,Auxiliary or Administrative,Stratum 2,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,COLEGIO TERCER MILENIO,PRIVATE,ACADEMIC,50,59,53,53,58,EK201830021249,UNIVERSIDAD EAFIT--MEDELLIN,CIVIL ENGINEERING,85,55,87,75,79,168,172,84,5,4,3,4
SB11201220139206,M,Complete Secundary,Complete Secundary,Independent,Home,Stratum 2,Level 2,Three,,No,Yes,No,No,No,No,No,No,No,Yes,less than 1 LMMW,No,I. E. R. BUENOS AIRES,PUBLIC,ACADEMIC,57,70,66,61,53,EK201830226494,INSTITUTO TECNOLOGICO METROPOLITANO-MEDELLIN,PRODUCTION ENGINEERING,89,42,46,89,77,98,166,79,4,4,1,2
SB11201220139885,M,Complete technique or technology,Complete Secundary,Executive,Independent,Stratum 3,Level 3,Four,,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,I. E. FRAY JULIO TOBON B.,PUBLIC,TECHNICAL/ACADEMIC,54,55,59,61,53,EK201830145512,UNIVERSIDAD DE ANTIOQUIA-MEDELLIN,CIVIL ENGINEERING,91,70,90,77,88,144,180,91,5,4,4,2
SB11201220139905,F,Incomplete primary ,Incomplete primary ,Independent,Home,Stratum 3,Level 2,Four,,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,less than 1 LMMW,No,I. E. FRAY JULIO TOBON B.,PUBLIC,TECHNICAL/ACADEMIC,58,60,52,60,53,EK201830145996,UNIVERSIDAD DE ANTIOQUIA-MEDELLIN,CHEMICAL ENGINEERING,60,77,52,41,30,155,150,57,3,3,1,2
SB11201220139941,M,Complete professional education,Complete technique or technology,Independent professional,Executive,Stratum 2,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,I. E. FRAY JULIO TOBON B.,PUBLIC,TECHNICAL/ACADEMIC,72,68,66,85,78,EK201830019087,UNIVERSIDAD NACIONAL DE COLOMBIA-MEDELLIN,INDUSTRIAL ENGINEERING,99,84,87,94,87,192,192,97,5,4,2,2
SB11201220140011,M,Complete Secundary,Complete Secundary,Operator,Operator,Stratum 3,Level 1,Four,,No,No,No,No,No,No,Yes,Yes,No,Yes,Between 1 and less than 2 LMMW,No,I. E.  TECNICO INDUSTRIAL JORGE ELIECER GAITAN,PUBLIC,TECHNICAL/ACADEMIC,77,58,55,64,68,EK201830145958,UNIVERSIDAD DE ANTIOQUIA-MEDELLIN,MECHANICAL ENGINEERING,83,29,32,63,61,152,150,56,3,3,2,2
SB11201220140395,M,Incomplete Secundary,Incomplete Secundary,Operator,Auxiliary or Administrative,Stratum 1,Level 1,Six,,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Between 1 and less than 2 LMMW,No,I. E. LICEO CAUCASIA,PUBLIC,TECHNICAL/ACADEMIC,93,57,57,61,45,EK201830145489,UNIVERSIDAD DE ANTIOQUIA-MEDELLIN,CIVIL ENGINEERING,89,93,93,52,52,98,174,86,5,4,3,2
SB11201220141001,M,Complete Secundary,Complete Secundary,Independent,Home,Stratum 2,Level 1,Four,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Between 1 and less than 2 LMMW,No,I. E. SANTO DOMINGO,PUBLIC,ACADEMIC,52,62,65,62,46,EK201830201594,UNIVERSIDAD DE PAMPLONA-PAMPLONA,INDUSTRIAL ENGINEERING,85,26,72,38,33,169,149,55,3,3,1,1
SB11201220141133,F,Complete Secundary,Incomplete Secundary,Technical or professional level employee,Home,Stratum 1,Level 1,Five,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Between 2 and less than 3 LMMW,No,I. E. ESCUELA NORMAL SUPERIOR DEL BAJO CAUCA,PUBLIC,TECHNICAL/ACADEMIC,57,58,60,42,42,EK201830054664,UNIVERSIDAD DEL SINÚ 'Elías Bechara Zainúm' - UNISINÚ-MONTERIA,CIVIL ENGINEERING,59,50,41,57,24,152,144,47,3,2,2,2
SB11201220142481,F,Complete technique or technology,Complete technique or technology,Retired,Home,Stratum 2,Level 2,Five,,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,I. E.  PRESBITERO BERNARDO MONTOYA,PUBLIC,TECHNICAL/ACADEMIC,57,48,55,50,60,EK201830196895,UNIVERSIDAD AUTONOMA LATINOAMERICANA-UNAULA-MEDELLIN,INDUSTRIAL ENGINEERING,61,54,39,66,31,141,148,53,3,3,2,2
SB11201220142633,F,Complete Secundary,Incomplete Secundary,Operator,Home,Stratum 2,Level 2,Six,,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Between 1 and less than 2 LMMW,No,I. E. ESCUELA NORMAL SUPERIOR MARIA AUXILIADORA,PUBLIC,TECHNICAL/ACADEMIC,65,98,82,78,73,EK201830019076,UNIVERSIDAD NACIONAL DE COLOMBIA-MEDELLIN,INDUSTRIAL ENGINEERING,100,94,99,86,89,178,202,99,5,4,1,2
SB11201220142656,F,Complete professional education,Complete professional education,Technical or professional level employee,Technical or professional level employee,Stratum 2,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,0,No,COLEGIO COOPERATIVO JUAN DEL CORRAL,PRIVATE,ACADEMIC,57,79,77,67,85,EK201830067166,UNIVERSIDAD DE MEDELLIN-MEDELLIN,CIVIL ENGINEERING,97,93,97,100,99,221,208,100,5,4,4,3
SB11201220143221,M,Complete professional education,Complete Secundary,Independent,Home,Stratum 2,Level 1,Five,,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Between 1 and less than 2 LMMW,No,I. E.  EMILIANO GARCIA,PUBLIC,TECHNICAL/ACADEMIC,66,54,62,68,67,EK201830022296,UNIVERSIDAD NACIONAL DE COLOMBIA-MEDELLIN,CHEMICAL ENGINEERING,79,71,4,88,69,88,156,66,4,3,2,2
SB11201220143296,M,Complete technique or technology,Complete technique or technology,Technical or professional level employee,Independent professional,Stratum 2,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,COLEGIO LA ASUNCION,PRIVATE,ACADEMIC,70,77,89,75,80,EK201830145903,UNIVERSIDAD DE ANTIOQUIA-MEDELLIN,INDUSTRIAL ENGINEERING,95,91,95,98,72,211,193,97,5,4,2,2
SB11201220143311,M,Complete professional education,Complete technique or technology,Executive,Home,Stratum 3,Level 3,Five,,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,COLEGIO LA ASUNCION,PRIVATE,ACADEMIC,88,100,77,80,75,EK201830016145,UNIVERSIDAD NACIONAL DE COLOMBIA-MEDELLIN,CIVIL ENGINEERING,99,96,93,91,11,189,184,93,5,4,4,2
SB11201220143589,M,Complete primary ,Complete primary ,Other occupation,Home,Stratum 2,Level 2,Two,,No,No,Yes,No,No,No,No,Yes,No,Yes,less than 1 LMMW,No,I. E. JOSE MIGUEL DE RESTREPO Y PUERTA,PUBLIC,ACADEMIC,84,74,72,74,68,EK201830020818,UNIVERSIDAD NACIONAL DE COLOMBIA-MEDELLIN,CHEMICAL ENGINEERING,100,94,96,93,99,189,206,100,5,4,1,2
SB11201220143608,F,Complete Secundary,Complete Secundary,Operator,Home,Stratum 2,Level 2,Five,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,I. E. JOSE MIGUEL DE RESTREPO Y PUERTA,PUBLIC,ACADEMIC,66,67,64,72,60,EK201830020843,UNIVERSIDAD NACIONAL DE COLOMBIA-MEDELLIN,CHEMICAL ENGINEERING,96,94,82,80,55,163,180,91,5,4,2,2
SB11201220144594,M,Complete Secundary,Complete Secundary,Operator,Home,Stratum 2,Level 2,Four,,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Between 1 and less than 2 LMMW,No,I. E. BIJAO,PUBLIC,ACADEMIC,57,52,60,62,57,EK201830196868,UNIVERSIDAD AUTONOMA LATINOAMERICANA-UNAULA-MEDELLIN,INDUSTRIAL ENGINEERING,81,65,34,85,69,172,163,75,4,4,1,2
SB11201220144919,F,Incomplete technical or technological,Complete technique or technology,Technical or professional level employee,Home,Stratum 5,It is not classified by the SISBEN,Three,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,COLEGIO EL CARMELO                                                                                  ,PRIVATE,ACADEMIC,78,71,69,71,82,EK201830019100,UNIVERSIDAD NACIONAL DE COLOMBIA-MEDELLIN,INDUSTRIAL ENGINEERING,88,92,91,100,88,193,195,98,5,4,3,2
SB11201220144928,F,Complete technique or technology,Incomplete Professional Education,Small entrepreneur ,Small entrepreneur ,Stratum 3,It is not classified by the SISBEN,Five,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,COLEGIO EL CARMELO                                                                                  ,PRIVATE,ACADEMIC,64,64,62,68,54,EK201830193848,UNIVERSIDAD EIA-MEDELLIN,CIVIL ENGINEERING,88,70,91,90,93,210,185,94,5,4,4,4
